AssessmentSW,Date,caseload
Beverley Reyes,8/11/2017,0
Jimmie Fisher,8/11/2017,0
Ken Reid,8/11/2017,0
Sophie Williamson,8/11/2017,0
Brett Coleman,8/11/2017,0
Gilbert Carter,8/11/2017,0
Ana Lewis,8/11/2017,0
Arthur Morris,8/11/2017,0
Derek Matthews,8/11/2017,0
Devon Beck,8/11/2017,0
Flenn West,8/11/2017,0
Alyssa Medina,8/11/2017,0
Joanne Kim,8/11/2017,0
Gabe Wright,8/11/2017,0
Rose Watts,8/11/2017,0
Ruben Gutierrez,8/11/2017,0
Devon Lee,8/11/2017,0
Jennifer Stevens,8/11/2017,0
Anthony Soto,8/11/2017,0
Julian Little,8/11/2017,0
Russell Brown,8/11/2017,0
Mia Boyd,8/11/2017,0
Irma Cooper,8/11/2017,0
Mark Jacobs,8/11/2017,0
Carla Howell,8/11/2017,0
Sara Perry,8/11/2017,0
Evan Graham,8/11/2017,0
Audrey Wagner,8/11/2017,0
Beatrice Schmidt,8/11/2017,0
Nathan Black,8/11/2017,0
Laurie Gibson,8/11/2017,0
Norman Chambers,8/11/2017,0
Diane Meyer,8/11/2017,0
Ian Young,8/11/2017,0
Kyle Wood,8/11/2017,0
Francisco Hudson,8/11/2017,0
David Garza,8/11/2017,0
Dana Tucker,8/11/2017,0
Elmer Sims,8/11/2017,0
Roland Hanson,8/11/2017,0
Stacey Ray,8/11/2017,0
Jeanette Barnes,8/11/2017,0
Rhonda Terry,8/11/2017,0
Chris Hamilton,8/11/2017,0
Calvin Burton,8/12/2017,0
Allen Rivera,8/12/2017,0
Jared Gonzales,8/12/2017,0
Sandra Lopez,8/12/2017,0
Carolyn Griffin,8/12/2017,0
Harper Gordon,8/12/2017,0
Lauren Morrison,8/12/2017,0
Matthew Silva,8/12/2017,0
Janet Jacobs,8/12/2017,0
Celina Robertson,8/12/2017,0
Shelly Stewart,8/12/2017,0
Julia Moreno,8/12/2017,0
Arlene Cooper,8/12/2017,0
Joanne Jenkins,8/12/2017,0
Bill Bailey,8/12/2017,0
Louise Welch,8/12/2017,0
Norman Newman,8/12/2017,0
Gladys Patterson,8/12/2017,0
Claude Mills,8/12/2017,0
Colleen Flores,8/12/2017,0
Clayton Beck,8/12/2017,0
Cherly Jackson,8/12/2017,0
Kaylee Williams,8/12/2017,0
Isobel Grant,8/12/2017,0
Claudia Young,8/12/2017,0
Lucy Murphy,8/12/2017,0
Dustin Gonzales,8/12/2017,0
Beverley Reyes,8/12/2017,0
Jimmie Fisher,8/12/2017,0
Ken Reid,8/12/2017,0
Sophie Williamson,8/12/2017,0
Brett Coleman,8/12/2017,0
Gilbert Carter,8/12/2017,0
Ana Lewis,8/12/2017,0
Arthur Morris,8/12/2017,0
Derek Matthews,8/12/2017,0
Devon Beck,8/12/2017,0
Flenn West,8/12/2017,0
Alyssa Medina,8/12/2017,0
Joanne Kim,8/12/2017,0
Gabe Wright,8/12/2017,0
Rose Watts,8/12/2017,0
Ruben Gutierrez,8/12/2017,0
Devon Lee,8/12/2017,0
Jennifer Stevens,8/12/2017,0
Anthony Soto,8/12/2017,0
Julian Little,8/12/2017,0
Russell Brown,8/12/2017,0
Mia Boyd,8/12/2017,0
Irma Cooper,8/12/2017,0
Mark Jacobs,8/12/2017,0
Carla Howell,8/12/2017,0
Sara Perry,8/12/2017,0
Evan Graham,8/12/2017,0
Audrey Wagner,8/12/2017,0
Beatrice Schmidt,8/12/2017,0
Nathan Black,8/12/2017,0
Laurie Gibson,8/12/2017,0
Norman Chambers,8/12/2017,0
Diane Meyer,8/12/2017,0
Ian Young,8/12/2017,0
Kyle Wood,8/12/2017,0
Francisco Hudson,8/12/2017,0
David Garza,8/12/2017,0
Dana Tucker,8/12/2017,0
Elmer Sims,8/12/2017,0
Roland Hanson,8/12/2017,0
Stacey Ray,8/12/2017,0
Jeanette Barnes,8/12/2017,0
Rhonda Terry,8/12/2017,0
Chris Hamilton,8/12/2017,0
Calvin Burton,8/13/2017,0
Allen Rivera,8/13/2017,0
Jared Gonzales,8/13/2017,0
Sandra Lopez,8/13/2017,0
Carolyn Griffin,8/13/2017,0
Harper Gordon,8/13/2017,0
Lauren Morrison,8/13/2017,0
Matthew Silva,8/13/2017,0
Janet Jacobs,8/13/2017,0
Celina Robertson,8/13/2017,0
Shelly Stewart,8/13/2017,0
Julia Moreno,8/13/2017,0
Arlene Cooper,8/13/2017,0
Joanne Jenkins,8/13/2017,0
Bill Bailey,8/13/2017,0
Louise Welch,8/13/2017,0
Norman Newman,8/13/2017,0
Gladys Patterson,8/13/2017,0
Claude Mills,8/13/2017,0
Colleen Flores,8/13/2017,0
Clayton Beck,8/13/2017,0
Cherly Jackson,8/13/2017,0
Kaylee Williams,8/13/2017,0
Isobel Grant,8/13/2017,0
Claudia Young,8/13/2017,0
Lucy Murphy,8/13/2017,0
Dustin Gonzales,8/13/2017,0
Beverley Reyes,8/13/2017,0
Jimmie Fisher,8/13/2017,0
Ken Reid,8/13/2017,0
Sophie Williamson,8/13/2017,0
Brett Coleman,8/13/2017,0
Gilbert Carter,8/13/2017,0
Ana Lewis,8/13/2017,0
Arthur Morris,8/13/2017,0
Derek Matthews,8/13/2017,0
Devon Beck,8/13/2017,0
Flenn West,8/13/2017,0
Alyssa Medina,8/13/2017,0
Joanne Kim,8/13/2017,0
Gabe Wright,8/13/2017,0
Rose Watts,8/13/2017,0
Ruben Gutierrez,8/13/2017,0
Devon Lee,8/13/2017,0
Jennifer Stevens,8/13/2017,0
Anthony Soto,8/13/2017,0
Julian Little,8/13/2017,0
Russell Brown,8/13/2017,0
Mia Boyd,8/13/2017,0
Irma Cooper,8/13/2017,0
Mark Jacobs,8/13/2017,0
Carla Howell,8/13/2017,0
Sara Perry,8/13/2017,0
Evan Graham,8/13/2017,0
Audrey Wagner,8/13/2017,0
Beatrice Schmidt,8/13/2017,0
Nathan Black,8/13/2017,0
Laurie Gibson,8/13/2017,0
Norman Chambers,8/13/2017,0
Diane Meyer,8/13/2017,0
Ian Young,8/13/2017,0
Kyle Wood,8/13/2017,0
Francisco Hudson,8/13/2017,0
David Garza,8/13/2017,0
Dana Tucker,8/13/2017,0
Elmer Sims,8/13/2017,0
Roland Hanson,8/13/2017,0
Stacey Ray,8/13/2017,0
Jeanette Barnes,8/13/2017,0
Rhonda Terry,8/13/2017,0
Chris Hamilton,8/13/2017,0
Calvin Burton,8/14/2017,0
Sandra Lopez,8/14/2017,0
Carolyn Griffin,8/14/2017,0
Harper Gordon,8/14/2017,0
Matthew Silva,8/14/2017,0
Janet Jacobs,8/14/2017,0
Celina Robertson,8/14/2017,0
Shelly Stewart,8/14/2017,0
Julia Moreno,8/14/2017,0
Arlene Cooper,8/14/2017,0
Joanne Jenkins,8/14/2017,0
Bill Bailey,8/14/2017,0
Louise Welch,8/14/2017,0
Norman Newman,8/14/2017,0
Gladys Patterson,8/14/2017,0
Claude Mills,8/14/2017,0
Colleen Flores,8/14/2017,0
Clayton Beck,8/14/2017,0
Cherly Jackson,8/14/2017,0
Kaylee Williams,8/14/2017,0
Isobel Grant,8/14/2017,0
Claudia Young,8/14/2017,0
Lucy Murphy,8/14/2017,0
Dustin Gonzales,8/14/2017,0
Beverley Reyes,8/14/2017,0
Jimmie Fisher,8/14/2017,0
Ken Reid,8/14/2017,0
Sophie Williamson,8/14/2017,0
Brett Coleman,8/14/2017,0
Gilbert Carter,8/14/2017,0
Ana Lewis,8/14/2017,0
Arthur Morris,8/14/2017,0
Derek Matthews,8/14/2017,0
Devon Beck,8/14/2017,0
Flenn West,8/14/2017,0
Alyssa Medina,8/14/2017,0
Joanne Kim,8/14/2017,0
Gabe Wright,8/14/2017,0
Rose Watts,8/14/2017,0
Ruben Gutierrez,8/14/2017,0
Devon Lee,8/14/2017,0
Jennifer Stevens,8/14/2017,0
Anthony Soto,8/14/2017,0
Julian Little,8/14/2017,0
Russell Brown,8/14/2017,0
Mia Boyd,8/14/2017,0
Irma Cooper,8/14/2017,0
Mark Jacobs,8/14/2017,0
Carla Howell,8/14/2017,0
Sara Perry,8/14/2017,0
Evan Graham,8/14/2017,0
Audrey Wagner,8/14/2017,0
Beatrice Schmidt,8/14/2017,0
Nathan Black,8/14/2017,0
Laurie Gibson,8/14/2017,0
Norman Chambers,8/14/2017,0
Diane Meyer,8/14/2017,0
Ian Young,8/14/2017,0
Kyle Wood,8/14/2017,0
Francisco Hudson,8/14/2017,0
David Garza,8/14/2017,0
Dana Tucker,8/14/2017,0
Elmer Sims,8/14/2017,0
Roland Hanson,8/14/2017,0
Stacey Ray,8/14/2017,0
Jeanette Barnes,8/14/2017,0
Rhonda Terry,8/14/2017,0
Chris Hamilton,8/14/2017,0
Calvin Burton,8/15/2017,0
Sandra Lopez,8/15/2017,0
Carolyn Griffin,8/15/2017,0
Harper Gordon,8/15/2017,0
Matthew Silva,8/15/2017,0
Janet Jacobs,8/15/2017,0
Celina Robertson,8/15/2017,0
Shelly Stewart,8/15/2017,0
Julia Moreno,8/15/2017,0
Arlene Cooper,8/15/2017,0
Joanne Jenkins,8/15/2017,0
Bill Bailey,8/15/2017,0
Louise Welch,8/15/2017,0
Claude Mills,8/15/2017,0
Colleen Flores,8/15/2017,0
Clayton Beck,8/15/2017,0
Cherly Jackson,8/15/2017,0
Kaylee Williams,8/15/2017,0
Isobel Grant,8/15/2017,0
Claudia Young,8/15/2017,0
Lucy Murphy,8/15/2017,0
Dustin Gonzales,8/15/2017,0
Beverley Reyes,8/15/2017,0
Jimmie Fisher,8/15/2017,0
Ken Reid,8/15/2017,0
Sophie Williamson,8/15/2017,0
Brett Coleman,8/15/2017,0
Gilbert Carter,8/15/2017,0
Ana Lewis,8/15/2017,0
Arthur Morris,8/15/2017,0
Derek Matthews,8/15/2017,0
Devon Beck,8/15/2017,0
Flenn West,8/15/2017,0
Alyssa Medina,8/15/2017,0
Joanne Kim,8/15/2017,0
Gabe Wright,8/15/2017,0
Rose Watts,8/15/2017,0
Ruben Gutierrez,8/15/2017,0
Devon Lee,8/15/2017,0
Jennifer Stevens,8/15/2017,0
Anthony Soto,8/15/2017,0
Julian Little,8/15/2017,0
Russell Brown,8/15/2017,0
Mia Boyd,8/15/2017,0
Irma Cooper,8/15/2017,0
Mark Jacobs,8/15/2017,0
Carla Howell,8/15/2017,0
Sara Perry,8/15/2017,0
Evan Graham,8/15/2017,0
Audrey Wagner,8/15/2017,0
Beatrice Schmidt,8/15/2017,0
Nathan Black,8/15/2017,0
Laurie Gibson,8/15/2017,0
Norman Chambers,8/15/2017,0
Diane Meyer,8/15/2017,0
Ian Young,8/15/2017,0
Kyle Wood,8/15/2017,0
Francisco Hudson,8/15/2017,0
David Garza,8/15/2017,0
Dana Tucker,8/15/2017,0
Elmer Sims,8/15/2017,0
Roland Hanson,8/15/2017,0
Stacey Ray,8/15/2017,0
Jeanette Barnes,8/15/2017,0
Rhonda Terry,8/15/2017,0
Chris Hamilton,8/15/2017,0
Calvin Burton,8/16/2017,0
Sandra Lopez,8/16/2017,0
Carolyn Griffin,8/16/2017,0
Harper Gordon,8/16/2017,0
Matthew Silva,8/16/2017,0
Janet Jacobs,8/16/2017,0
Celina Robertson,8/16/2017,0
Shelly Stewart,8/16/2017,0
Julia Moreno,8/16/2017,0
Arlene Cooper,8/16/2017,0
Joanne Jenkins,8/16/2017,0
Bill Bailey,8/16/2017,0
Louise Welch,8/16/2017,0
Claude Mills,8/16/2017,0
Colleen Flores,8/16/2017,0
Clayton Beck,8/16/2017,0
Kaylee Williams,8/16/2017,0
Isobel Grant,8/16/2017,0
Claudia Young,8/16/2017,0
Lucy Murphy,8/16/2017,0
Dustin Gonzales,8/16/2017,0
Beverley Reyes,8/16/2017,0
Jimmie Fisher,8/16/2017,0
Ken Reid,8/16/2017,0
Sophie Williamson,8/16/2017,0
Brett Coleman,8/16/2017,0
Gilbert Carter,8/16/2017,0
Ana Lewis,8/16/2017,0
Arthur Morris,8/16/2017,0
Derek Matthews,8/16/2017,0
Devon Beck,8/16/2017,0
Flenn West,8/16/2017,0
Alyssa Medina,8/16/2017,0
Joanne Kim,8/16/2017,0
Gabe Wright,8/16/2017,0
Rose Watts,8/16/2017,0
Ruben Gutierrez,8/16/2017,0
Devon Lee,8/16/2017,0
Jennifer Stevens,8/16/2017,0
Anthony Soto,8/16/2017,0
Julian Little,8/16/2017,0
Russell Brown,8/16/2017,0
Mia Boyd,8/16/2017,0
Irma Cooper,8/16/2017,0
Mark Jacobs,8/16/2017,0
Carla Howell,8/16/2017,0
Sara Perry,8/16/2017,0
Evan Graham,8/16/2017,0
Audrey Wagner,8/16/2017,0
Beatrice Schmidt,8/16/2017,0
Nathan Black,8/16/2017,0
Laurie Gibson,8/16/2017,0
Norman Chambers,8/16/2017,0
Diane Meyer,8/16/2017,0
Ian Young,8/16/2017,0
Kyle Wood,8/16/2017,0
Francisco Hudson,8/16/2017,0
David Garza,8/16/2017,0
Dana Tucker,8/16/2017,0
Elmer Sims,8/16/2017,0
Roland Hanson,8/16/2017,0
Stacey Ray,8/16/2017,0
Jeanette Barnes,8/16/2017,0
Rhonda Terry,8/16/2017,0
Chris Hamilton,8/16/2017,0
Calvin Burton,8/17/2017,0
Sandra Lopez,8/17/2017,0
Carolyn Griffin,8/17/2017,0
Harper Gordon,8/17/2017,0
Matthew Silva,8/17/2017,0
Janet Jacobs,8/17/2017,0
Celina Robertson,8/17/2017,0
Shelly Stewart,8/17/2017,0
Julia Moreno,8/17/2017,0
Arlene Cooper,8/17/2017,0
Joanne Jenkins,8/17/2017,0
Louise Welch,8/17/2017,0
Claude Mills,8/17/2017,0
Colleen Flores,8/17/2017,0
Clayton Beck,8/17/2017,0
Kaylee Williams,8/17/2017,0
Isobel Grant,8/17/2017,0
Claudia Young,8/17/2017,0
Lucy Murphy,8/17/2017,0
Dustin Gonzales,8/17/2017,0
Beverley Reyes,8/17/2017,0
Jimmie Fisher,8/17/2017,0
Ken Reid,8/17/2017,0
Sophie Williamson,8/17/2017,0
Brett Coleman,8/17/2017,0
Gilbert Carter,8/17/2017,0
Ana Lewis,8/17/2017,0
Arthur Morris,8/17/2017,0
Derek Matthews,8/17/2017,0
Devon Beck,8/17/2017,0
Flenn West,8/17/2017,0
Alyssa Medina,8/17/2017,0
Joanne Kim,8/17/2017,0
Gabe Wright,8/17/2017,0
Rose Watts,8/17/2017,0
Ruben Gutierrez,8/17/2017,0
Devon Lee,8/17/2017,0
Jennifer Stevens,8/17/2017,0
Anthony Soto,8/17/2017,0
Julian Little,8/17/2017,0
Russell Brown,8/17/2017,0
Mia Boyd,8/17/2017,0
Irma Cooper,8/17/2017,0
Mark Jacobs,8/17/2017,0
Carla Howell,8/17/2017,0
Sara Perry,8/17/2017,0
Evan Graham,8/17/2017,0
Audrey Wagner,8/17/2017,0
Beatrice Schmidt,8/17/2017,0
Nathan Black,8/17/2017,0
Laurie Gibson,8/17/2017,0
Norman Chambers,8/17/2017,0
Diane Meyer,8/17/2017,0
Ian Young,8/17/2017,0
Kyle Wood,8/17/2017,0
Francisco Hudson,8/17/2017,0
David Garza,8/17/2017,0
Dana Tucker,8/17/2017,0
Elmer Sims,8/17/2017,0
Roland Hanson,8/17/2017,0
Stacey Ray,8/17/2017,0
Jeanette Barnes,8/17/2017,0
Rhonda Terry,8/17/2017,0
Chris Hamilton,8/17/2017,0
Calvin Burton,8/18/2017,0
Sandra Lopez,8/18/2017,0
Carolyn Griffin,8/18/2017,0
Harper Gordon,8/18/2017,0
Matthew Silva,8/18/2017,0
Janet Jacobs,8/18/2017,0
Celina Robertson,8/18/2017,0
Shelly Stewart,8/18/2017,0
Julia Moreno,8/18/2017,0
Joanne Jenkins,8/18/2017,0
Louise Welch,8/18/2017,0
Claude Mills,8/18/2017,0
Marcia Daniels,8/18/2017,0
Colleen Flores,8/18/2017,0
Clayton Beck,8/18/2017,0
Kaylee Williams,8/18/2017,0
Isobel Grant,8/18/2017,0
Claudia Young,8/18/2017,0
Lucy Murphy,8/18/2017,0
Dustin Gonzales,8/18/2017,0
Beverley Reyes,8/18/2017,0
Jimmie Fisher,8/18/2017,0
Ken Reid,8/18/2017,0
Sophie Williamson,8/18/2017,0
Gilbert Carter,8/18/2017,0
Ana Lewis,8/18/2017,0
Arthur Morris,8/18/2017,0
Derek Matthews,8/18/2017,0
Devon Beck,8/18/2017,0
Flenn West,8/18/2017,0
Alyssa Medina,8/18/2017,0
Joanne Kim,8/18/2017,0
Gabe Wright,8/18/2017,0
Rose Watts,8/18/2017,0
Ruben Gutierrez,8/18/2017,0
Devon Lee,8/18/2017,0
Jennifer Stevens,8/18/2017,0
Anthony Soto,8/18/2017,0
Julian Little,8/18/2017,0
Russell Brown,8/18/2017,0
Mia Boyd,8/18/2017,0
Irma Cooper,8/18/2017,0
Mark Jacobs,8/18/2017,0
Carla Howell,8/18/2017,0
Sara Perry,8/18/2017,0
Evan Graham,8/18/2017,0
Audrey Wagner,8/18/2017,0
Beatrice Schmidt,8/18/2017,0
Nathan Black,8/18/2017,0
Laurie Gibson,8/18/2017,0
Norman Chambers,8/18/2017,0
Diane Meyer,8/18/2017,0
Ian Young,8/18/2017,0
Kyle Wood,8/18/2017,0
Francisco Hudson,8/18/2017,0
David Garza,8/18/2017,0
Dana Tucker,8/18/2017,0
Elmer Sims,8/18/2017,0
Roland Hanson,8/18/2017,0
Stacey Ray,8/18/2017,0
Jeanette Barnes,8/18/2017,0
Rhonda Terry,8/18/2017,0
Chris Hamilton,8/18/2017,0
Calvin Burton,8/19/2017,0
Sandra Lopez,8/19/2017,0
Carolyn Griffin,8/19/2017,0
Harper Gordon,8/19/2017,0
Matthew Silva,8/19/2017,0
Janet Jacobs,8/19/2017,0
Celina Robertson,8/19/2017,0
Shelly Stewart,8/19/2017,0
Julia Moreno,8/19/2017,0
Joanne Jenkins,8/19/2017,0
Louise Welch,8/19/2017,0
Claude Mills,8/19/2017,0
Marcia Daniels,8/19/2017,0
Colleen Flores,8/19/2017,0
Clayton Beck,8/19/2017,0
Kaylee Williams,8/19/2017,0
Isobel Grant,8/19/2017,0
Claudia Young,8/19/2017,0
Lucy Murphy,8/19/2017,0
Dustin Gonzales,8/19/2017,0
Beverley Reyes,8/19/2017,0
Jimmie Fisher,8/19/2017,0
Ken Reid,8/19/2017,0
Sophie Williamson,8/19/2017,0
Gilbert Carter,8/19/2017,0
Ana Lewis,8/19/2017,0
Arthur Morris,8/19/2017,0
Derek Matthews,8/19/2017,0
Devon Beck,8/19/2017,0
Flenn West,8/19/2017,0
Alyssa Medina,8/19/2017,0
Joanne Kim,8/19/2017,0
Gabe Wright,8/19/2017,0
Rose Watts,8/19/2017,0
Ruben Gutierrez,8/19/2017,0
Devon Lee,8/19/2017,0
Jennifer Stevens,8/19/2017,0
Anthony Soto,8/19/2017,0
Julian Little,8/19/2017,0
Russell Brown,8/19/2017,0
Mia Boyd,8/19/2017,0
Irma Cooper,8/19/2017,0
Mark Jacobs,8/19/2017,0
Carla Howell,8/19/2017,0
Sara Perry,8/19/2017,0
Evan Graham,8/19/2017,0
Audrey Wagner,8/19/2017,0
Beatrice Schmidt,8/19/2017,0
Nathan Black,8/19/2017,0
Laurie Gibson,8/19/2017,0
Norman Chambers,8/19/2017,0
Diane Meyer,8/19/2017,0
Ian Young,8/19/2017,0
Kyle Wood,8/19/2017,0
Francisco Hudson,8/19/2017,0
David Garza,8/19/2017,0
Dana Tucker,8/19/2017,0
Elmer Sims,8/19/2017,0
Roland Hanson,8/19/2017,0
Stacey Ray,8/19/2017,0
Jeanette Barnes,8/19/2017,0
Rhonda Terry,8/19/2017,0
Chris Hamilton,8/19/2017,0
Sandra Lopez,8/20/2017,0
Carolyn Griffin,8/20/2017,0
Harper Gordon,8/20/2017,0
Matthew Silva,8/20/2017,0
Janet Jacobs,8/20/2017,0
Celina Robertson,8/20/2017,0
Shelly Stewart,8/20/2017,0
Julia Moreno,8/20/2017,0
Joanne Jenkins,8/20/2017,0
Louise Welch,8/20/2017,0
Claude Mills,8/20/2017,0
Marcia Daniels,8/20/2017,0
Colleen Flores,8/20/2017,0
Clayton Beck,8/20/2017,0
Kaylee Williams,8/20/2017,0
Isobel Grant,8/20/2017,0
Claudia Young,8/20/2017,0
Lucy Murphy,8/20/2017,0
Dustin Gonzales,8/20/2017,0
Beverley Reyes,8/20/2017,0
Jimmie Fisher,8/20/2017,0
Ken Reid,8/20/2017,0
Sophie Williamson,8/20/2017,0
Gilbert Carter,8/20/2017,0
Ana Lewis,8/20/2017,0
Arthur Morris,8/20/2017,0
Derek Matthews,8/20/2017,0
Devon Beck,8/20/2017,0
Flenn West,8/20/2017,0
Alyssa Medina,8/20/2017,0
Joanne Kim,8/20/2017,0
Gabe Wright,8/20/2017,0
Rose Watts,8/20/2017,0
Ruben Gutierrez,8/20/2017,0
Devon Lee,8/20/2017,0
Jennifer Stevens,8/20/2017,0
Anthony Soto,8/20/2017,0
Julian Little,8/20/2017,0
Russell Brown,8/20/2017,0
Mia Boyd,8/20/2017,0
Irma Cooper,8/20/2017,0
Mark Jacobs,8/20/2017,0
Carla Howell,8/20/2017,0
Sara Perry,8/20/2017,0
Evan Graham,8/20/2017,0
Audrey Wagner,8/20/2017,0
Beatrice Schmidt,8/20/2017,0
Nathan Black,8/20/2017,0
Laurie Gibson,8/20/2017,0
Norman Chambers,8/20/2017,0
Diane Meyer,8/20/2017,0
Ian Young,8/20/2017,0
Kyle Wood,8/20/2017,0
Francisco Hudson,8/20/2017,0
David Garza,8/20/2017,0
Dana Tucker,8/20/2017,0
Elmer Sims,8/20/2017,0
Roland Hanson,8/20/2017,0
Stacey Ray,8/20/2017,0
Jeanette Barnes,8/20/2017,0
Rhonda Terry,8/20/2017,0
Chris Hamilton,8/20/2017,0
Sandra Lopez,8/21/2017,0
Carolyn Griffin,8/21/2017,0
Harper Gordon,8/21/2017,0
Matthew Silva,8/21/2017,0
Janet Jacobs,8/21/2017,0
Celina Robertson,8/21/2017,0
Shelly Stewart,8/21/2017,0
Julia Moreno,8/21/2017,0
Joanne Jenkins,8/21/2017,0
Louise Welch,8/21/2017,0
Colleen Flores,8/21/2017,0
Clayton Beck,8/21/2017,0
Kaylee Williams,8/21/2017,0
Isobel Grant,8/21/2017,0
Claudia Young,8/21/2017,0
Lucy Murphy,8/21/2017,0
Dustin Gonzales,8/21/2017,0
Beverley Reyes,8/21/2017,0
Jimmie Fisher,8/21/2017,0
Ken Reid,8/21/2017,0
Sophie Williamson,8/21/2017,0
Gilbert Carter,8/21/2017,0
Ana Lewis,8/21/2017,0
Arthur Morris,8/21/2017,0
Derek Matthews,8/21/2017,0
Devon Beck,8/21/2017,0
Flenn West,8/21/2017,0
Alyssa Medina,8/21/2017,0
Joanne Kim,8/21/2017,0
Gabe Wright,8/21/2017,0
Rose Watts,8/21/2017,0
Ruben Gutierrez,8/21/2017,0
Devon Lee,8/21/2017,0
Jennifer Stevens,8/21/2017,0
Anthony Soto,8/21/2017,0
Julian Little,8/21/2017,0
Russell Brown,8/21/2017,0
Mia Boyd,8/21/2017,0
Irma Cooper,8/21/2017,0
Mark Jacobs,8/21/2017,0
Carla Howell,8/21/2017,0
Sara Perry,8/21/2017,0
Evan Graham,8/21/2017,0
Audrey Wagner,8/21/2017,0
Beatrice Schmidt,8/21/2017,0
Nathan Black,8/21/2017,0
Laurie Gibson,8/21/2017,0
Norman Chambers,8/21/2017,0
Diane Meyer,8/21/2017,0
Ian Young,8/21/2017,0
Kyle Wood,8/21/2017,0
Francisco Hudson,8/21/2017,0
David Garza,8/21/2017,0
Dana Tucker,8/21/2017,0
Elmer Sims,8/21/2017,0
Roland Hanson,8/21/2017,0
Stacey Ray,8/21/2017,0
Jeanette Barnes,8/21/2017,0
Rhonda Terry,8/21/2017,0
Chris Hamilton,8/21/2017,0
Sandra Lopez,8/22/2017,0
Carolyn Griffin,8/22/2017,0
Harper Gordon,8/22/2017,0
Matthew Silva,8/22/2017,0
Janet Jacobs,8/22/2017,0
Celina Robertson,8/22/2017,0
Shelly Stewart,8/22/2017,0
Julia Moreno,8/22/2017,0
Joanne Jenkins,8/22/2017,0
Louise Welch,8/22/2017,0
Colleen Flores,8/22/2017,0
Clayton Beck,8/22/2017,0
Kaylee Williams,8/22/2017,0
Isobel Grant,8/22/2017,0
Claudia Young,8/22/2017,0
Lucy Murphy,8/22/2017,0
Dustin Gonzales,8/22/2017,0
Beverley Reyes,8/22/2017,0
Jimmie Fisher,8/22/2017,0
Ken Reid,8/22/2017,0
Sophie Williamson,8/22/2017,0
Gilbert Carter,8/22/2017,0
Ana Lewis,8/22/2017,0
Arthur Morris,8/22/2017,0
Derek Matthews,8/22/2017,0
Devon Beck,8/22/2017,0
Flenn West,8/22/2017,0
Alyssa Medina,8/22/2017,0
Joanne Kim,8/22/2017,0
Gabe Wright,8/22/2017,0
Rose Watts,8/22/2017,0
Ruben Gutierrez,8/22/2017,0
Devon Lee,8/22/2017,0
Jennifer Stevens,8/22/2017,0
Anthony Soto,8/22/2017,0
Julian Little,8/22/2017,0
Russell Brown,8/22/2017,0
Mia Boyd,8/22/2017,0
Irma Cooper,8/22/2017,0
Mark Jacobs,8/22/2017,0
Carla Howell,8/22/2017,0
Sara Perry,8/22/2017,0
Evan Graham,8/22/2017,0
Audrey Wagner,8/22/2017,0
Beatrice Schmidt,8/22/2017,0
Nathan Black,8/22/2017,0
Laurie Gibson,8/22/2017,0
Norman Chambers,8/22/2017,0
Diane Meyer,8/22/2017,0
Ian Young,8/22/2017,0
Kyle Wood,8/22/2017,0
Francisco Hudson,8/22/2017,0
David Garza,8/22/2017,0
Dana Tucker,8/22/2017,0
Elmer Sims,8/22/2017,0
Roland Hanson,8/22/2017,0
Stacey Ray,8/22/2017,0
Jeanette Barnes,8/22/2017,0
Rhonda Terry,8/22/2017,0
Chris Hamilton,8/22/2017,0
Sandra Lopez,8/23/2017,0
Carolyn Griffin,8/23/2017,0
Harper Gordon,8/23/2017,0
Matthew Silva,8/23/2017,0
Janet Jacobs,8/23/2017,0
Celina Robertson,8/23/2017,0
Shelly Stewart,8/23/2017,0
Julia Moreno,8/23/2017,0
Joanne Jenkins,8/23/2017,0
Louise Welch,8/23/2017,0
Colleen Flores,8/23/2017,0
Clayton Beck,8/23/2017,0
Kaylee Williams,8/23/2017,0
Isobel Grant,8/23/2017,0
Claudia Young,8/23/2017,0
Lucy Murphy,8/23/2017,0
Dustin Gonzales,8/23/2017,0
Beverley Reyes,8/23/2017,0
Jimmie Fisher,8/23/2017,0
Ken Reid,8/23/2017,0
Sophie Williamson,8/23/2017,0
Gilbert Carter,8/23/2017,0
Ana Lewis,8/23/2017,0
Arthur Morris,8/23/2017,0
Derek Matthews,8/23/2017,0
Devon Beck,8/23/2017,0
Flenn West,8/23/2017,0
Alyssa Medina,8/23/2017,0
Joanne Kim,8/23/2017,0
Gabe Wright,8/23/2017,0
Rose Watts,8/23/2017,0
Ruben Gutierrez,8/23/2017,0
Devon Lee,8/23/2017,0
Jennifer Stevens,8/23/2017,0
Anthony Soto,8/23/2017,0
Julian Little,8/23/2017,0
Russell Brown,8/23/2017,0
Mia Boyd,8/23/2017,0
Irma Cooper,8/23/2017,0
Mark Jacobs,8/23/2017,0
Carla Howell,8/23/2017,0
Sara Perry,8/23/2017,0
Evan Graham,8/23/2017,0
Audrey Wagner,8/23/2017,0
Beatrice Schmidt,8/23/2017,0
Nathan Black,8/23/2017,0
Laurie Gibson,8/23/2017,0
Norman Chambers,8/23/2017,0
Diane Meyer,8/23/2017,0
Ian Young,8/23/2017,0
Kyle Wood,8/23/2017,0
Francisco Hudson,8/23/2017,0
David Garza,8/23/2017,0
Dana Tucker,8/23/2017,0
Elmer Sims,8/23/2017,0
Roland Hanson,8/23/2017,0
